sampleName	sampleGroup	region	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT
GTEX-14ABY-0926-SM-5Q5DY	Thyroid	Thyroid	BP-48068	RNA Extraction from Paxgene-derived Lysate Plate Based	1/8/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-14AS3-0226-SM-5Q5B6	Thyroid	Thyroid	BP-48448	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4952	3/29/14	TrueSeq.v1
GTEX-14C38-0826-SM-5S2U8	Thyroid	Thyroid	BP-48651	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4996	4/3/14	TrueSeq.v1
GTEX-14E6C-2626-SM-5RQJP	Thyroid	Thyroid	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-14ICL-0426-SM-5RQJ3	Thyroid	Thyroid	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-N7MS-2326-SM-2HMLD	Thyroid	Thyroid	BP-16741	RNA isolation_PAXgene Tissue miRNA	5/19/11	LCSET-1156_2	4/2/12	TrueSeq.v1
GTEX-NFK9-0726-SM-2HMJW	Thyroid	Thyroid	BP-16993	RNA isolation_PAXgene Tissue miRNA	6/2/11	LCSET-1156_1	2/15/12	TrueSeq.v1
GTEX-OHPK-2626-SM-2HMK9	Thyroid	Thyroid	BP-17781	RNA isolation_PAXgene Tissue miRNA	7/20/11	LCSET-1156_1	2/15/12	TrueSeq.v1
GTEX-OHPM-2626-SM-33HC5	Thyroid	Thyroid	BP-17842	RNA isolation_PAXgene Tissue miRNA	7/22/11	LCSET-1668	9/11/12	TrueSeq.v1
GTEX-OIZG-0226-SM-2TC5L	Thyroid	Thyroid	BP-18122	RNA isolation_Trizol Manual (Cell Pellet)	8/9/11	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-OIZH-2626-SM-2HMJM	Thyroid	Thyroid	BP-18148	RNA isolation_PAXgene Tissue miRNA	8/10/11	LCSET-1156_2	4/2/12	TrueSeq.v1
GTEX-OIZI-0726-SM-2XCEI	Thyroid	Thyroid	BP-18178	RNA isolation_PAXgene Tissue miRNA	8/11/11	LCSET-1562	9/11/12	TrueSeq.v1
GTEX-OOBJ-2626-SM-2I3F6	Thyroid	Thyroid	BP-18254	RNA isolation_PAXgene Tissue miRNA	8/16/11	LCSET-1167_4	2/17/12	TrueSeq.v1
GTEX-OOBK-2626-SM-2HMKY	Thyroid	Thyroid	BP-18257	RNA isolation_PAXgene Tissue miRNA	8/16/11	LCSET-1156_2	4/2/12	TrueSeq.v1
GTEX-OXRK-0626-SM-2HMJ5	Thyroid	Thyroid	BP-18261	RNA isolation_PAXgene Tissue miRNA	8/16/11	LCSET-1156_1	2/15/12	TrueSeq.v1
GTEX-OXRO-1226-SM-48TDL	Thyroid	Thyroid	BP-29826	RNA isolation_PAXgene Tissue miRNA	8/21/12	LCSET-3085	4/12/13	TrueSeq.v1
GTEX-OXRP-0326-SM-33HBJ	Thyroid	Thyroid	BP-18483	RNA isolation_PAXgene Tissue miRNA	8/25/11	LCSET-1668	9/11/12	TrueSeq.v1
GTEX-P4PQ-2626-SM-33HC9	Thyroid	Thyroid	BP-18709	RNA isolation_PAXgene Tissue miRNA	9/7/11	LCSET-1668	9/11/12	TrueSeq.v1
GTEX-P4QS-2626-SM-2I3EV	Thyroid	Thyroid	BP-18728	RNA isolation_PAXgene Tissue miRNA	9/8/11	LCSET-1167_4	4/2/12	TrueSeq.v1
GTEX-P4QT-2626-SM-2I3FM	Thyroid	Thyroid	BP-18731	RNA isolation_PAXgene Tissue miRNA	9/8/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-POYW-0826-SM-2XCEM	Thyroid	Thyroid	BP-19380	RNA isolation_PAXgene Tissue miRNA	10/13/11	LCSET-1562	9/11/12	TrueSeq.v1
GTEX-PWCY-2326-SM-2I3EQ	Thyroid	Thyroid	BP-19461	RNA isolation_PAXgene Tissue miRNA	10/19/11	LCSET-1167_4	2/17/12	TrueSeq.v1
GTEX-PWN1-2626-SM-2I3FH	Thyroid	Thyroid	BP-19818	RNA isolation_PAXgene Tissue miRNA	11/1/11	LCSET-1167_4	2/17/12	TrueSeq.v1
GTEX-PWOO-0926-SM-2I3EC	Thyroid	Thyroid	BP-19857	RNA isolation_PAXgene Tissue miRNA	11/2/11	LCSET-1167_3	4/2/12	TrueSeq.v1
GTEX-Q2AG-0826-SM-2HMKF	Thyroid	Thyroid	BP-19901	RNA isolation_PAXgene Tissue miRNA	11/4/11	LCSET-1156_2	4/2/12	TrueSeq.v1
GTEX-Q2AH-0726-SM-2I3EA	Thyroid	Thyroid	BP-19999	RNA isolation_PAXgene Tissue miRNA	11/9/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-Q2AI-0326-SM-2I3EK	Thyroid	Thyroid	BP-20043	RNA isolation_PAXgene Tissue miRNA	11/10/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-Q734-0526-SM-2I3EH	Thyroid	Thyroid	BP-20044	RNA isolation_PAXgene Tissue miRNA	11/10/11	LCSET-1167_4	2/17/12	TrueSeq.v1
GTEX-QDVN-0626-SM-2I3FP	Thyroid	Thyroid	BP-20293	RNA isolation_PAXgene Tissue miRNA	11/22/11	LCSET-1167_3	2/17/12	TrueSeq.v1
GTEX-QV44-0826-SM-2S1RG	Thyroid	Thyroid	BP-20868	RNA isolation_Trizol Manual (Cell Pellet)	12/15/11	LCSET-1466	5/21/12	TrueSeq.v1
GTEX-QXCU-0326-SM-2TC63	Thyroid	Thyroid	BP-21102	RNA isolation_Trizol Manual (Cell Pellet)	12/29/11	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-R55C-0626-SM-2TF4Q	Thyroid	Thyroid	BP-21397	RNA isolation_Trizol Manual (Cell Pellet)	1/12/12	LCSET-1479	6/1/12	TrueSeq.v1
GTEX-R55E-0826-SM-2TC5M	Thyroid	Thyroid	BP-21406	RNA isolation_Trizol Manual (Cell Pellet)	1/12/12	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-REY6-0526-SM-2TF5M	Thyroid	Thyroid	BP-21547	RNA isolation_Trizol Manual (Cell Pellet)	1/18/12	LCSET-1479	6/1/12	TrueSeq.v1
GTEX-RM2N-0526-SM-2TF4N	Thyroid	Thyroid	BP-21549	RNA isolation_Trizol Manual (Cell Pellet)	1/18/12	LCSET-1479	6/1/12	TrueSeq.v1
GTEX-RN64-0626-SM-2TC5V	Thyroid	Thyroid	BP-21577	RNA isolation_Trizol Manual (Cell Pellet)	1/19/12	LCSET-1477	5/27/12	TrueSeq.v1
GTEX-RNOR-0926-SM-2TF56	Thyroid	Thyroid	BP-21628	RNA isolation_Trizol Manual (Cell Pellet)	1/20/12	LCSET-1479	6/1/12	TrueSeq.v1
GTEX-RTLS-0626-SM-5SI7Z	Thyroid	Thyroid	BP-21669	RNA isolation_PAXgene Tissue miRNA	1/23/12	LCSET-4995	4/5/14	TrueSeq.v1
GTEX-RU72-0126-SM-2TF6Z	Thyroid	Thyroid	BP-21930	RNA isolation_Trizol Manual (Cell Pellet)	1/30/12	LCSET-1480	6/2/12	TrueSeq.v1
GTEX-RVPV-1226-SM-2TF73	Thyroid	Thyroid	BP-21957	RNA isolation_Trizol Manual (Cell Pellet)	1/31/12	LCSET-1480	6/2/12	TrueSeq.v1
GTEX-RWS6-0626-SM-2XCAS	Thyroid	Thyroid	BP-22343	RNA isolation_PAXgene Tissue miRNA	2/10/12	LCSET-1559	9/11/12	TrueSeq.v1
GTEX-S32W-0726-SM-2XCBL	Thyroid	Thyroid	BP-22609	RNA isolation_PAXgene Tissue miRNA	2/23/12	LCSET-1559	9/11/12	TrueSeq.v1
GTEX-S341-0226-SM-5S2VG	Thyroid	Thyroid	BP-22727	RNA isolation_PAXgene Tissue miRNA	2/28/12	LCSET-4996	4/3/14	TrueSeq.v1
GTEX-S4Q7-0326-SM-3K2B1	Thyroid	Thyroid	BP-23024	RNA isolation_PAXgene Tissue miRNA	3/12/12	LCSET-2147	9/27/12	TrueSeq.v1
GTEX-S7SE-0726-SM-2XCD7	Thyroid	Thyroid	BP-23171	RNA isolation_PAXgene Tissue miRNA	3/16/12	LCSET-1561	9/11/12	TrueSeq.v1
GTEX-SE5C-0726-SM-4BRWY	Thyroid	Thyroid	BP-23389	RNA isolation_PAXgene Tissue miRNA	3/26/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-SIU8-0626-SM-2XCDN	Thyroid	Thyroid	BP-23696	RNA isolation_PAXgene Tissue miRNA	4/2/12	LCSET-1561	9/11/12	TrueSeq.v1
GTEX-SJXC-0726-SM-2XCFJ	Thyroid	Thyroid	BP-23698	RNA isolation_PAXgene Tissue miRNA	4/2/12	LCSET-1562	9/11/12	TrueSeq.v1
GTEX-SN8G-1526-SM-4DM79	Thyroid	Thyroid	BP-23820	RNA isolation_PAXgene Tissue miRNA	4/5/12	LCSET-3205	5/31/13	TrueSeq.v1
GTEX-SNOS-0226-SM-32PLR	Thyroid	Thyroid	BP-24455	RNA isolation_PAXgene Tissue miRNA	4/23/12	LCSET-1666	8/31/12	TrueSeq.v1
GTEX-SUCS-0226-SM-32PLQ	Thyroid	Thyroid	BP-24528	RNA isolation_PAXgene Tissue miRNA	4/24/12	LCSET-1666	8/31/12	TrueSeq.v1
GTEX-T6MO-0226-SM-32QOL	Thyroid	Thyroid	BP-24837	RNA isolation_PAXgene Tissue miRNA	4/30/12	LCSET-1667	9/2/12	TrueSeq.v1
GTEX-TKQ1-0126-SM-33HB3	Thyroid	Thyroid	BP-24927	RNA isolation_PAXgene Tissue miRNA	5/2/12	LCSET-1668	9/11/12	TrueSeq.v1
GTEX-TSE9-0626-SM-3DB8B	Thyroid	Thyroid	BP-25188	RNA isolation_PAXgene Tissue miRNA	5/9/12	LCSET-1897	9/11/12	TrueSeq.v1
GTEX-U4B1-0626-SM-3DB8L	Thyroid	Thyroid	BP-25599	RNA isolation_PAXgene Tissue miRNA	5/23/12	LCSET-1898	9/11/12	TrueSeq.v1
GTEX-U8T8-2326-SM-3DB96	Thyroid	Thyroid	BP-25740	RNA isolation_PAXgene Tissue miRNA	5/29/12	LCSET-1898	9/11/12	TrueSeq.v1
GTEX-UJMC-0326-SM-3GAE2	Thyroid	Thyroid	BP-26092	RNA isolation_PAXgene Tissue miRNA	6/8/12	LCSET-2014	9/8/12	TrueSeq.v1
GTEX-V1D1-0926-SM-4JBHQ	Thyroid	Thyroid	BP-26699	RNA isolation_PAXgene Tissue miRNA	6/27/12	LCSET-3561	7/20/13	TrueSeq.v1
GTEX-V955-0426-SM-3GAEL	Thyroid	Thyroid	BP-26862	RNA isolation_PAXgene Tissue miRNA	7/2/12	LCSET-2015	9/12/12	TrueSeq.v1
GTEX-VUSG-0426-SM-3GIKD	Thyroid	Thyroid	BP-26940	RNA isolation_PAXgene Tissue miRNA	7/3/12	LCSET-2024	9/11/12	TrueSeq.v1
GTEX-W5WG-1426-SM-4KKZP	Thyroid	Thyroid	BP-27175	RNA isolation_PAXgene Tissue miRNA	7/10/12	LCSET-3626	8/10/13	TrueSeq.v1
GTEX-W5X1-0426-SM-3GILB	Thyroid	Thyroid	BP-27179	RNA isolation_PAXgene Tissue miRNA	7/10/12	LCSET-2025	9/11/12	TrueSeq.v1
GTEX-WEY5-0526-SM-3GIKZ	Thyroid	Thyroid	BP-27183	RNA isolation_PAXgene Tissue miRNA	7/10/12	LCSET-2025	9/11/12	TrueSeq.v1
GTEX-WFG7-0326-SM-5SI7L	Thyroid	Thyroid	BP-27213	RNA isolation_PAXgene Tissue miRNA	7/11/12	LCSET-4995	4/5/14	TrueSeq.v1
GTEX-WFG8-0426-SM-3GILD	Thyroid	Thyroid	BP-27324	RNA isolation_PAXgene Tissue miRNA	7/12/12	LCSET-2025	9/11/12	TrueSeq.v1
GTEX-WH7G-0526-SM-3NMBI	Thyroid	Thyroid	BP-27491	RNA isolation_PAXgene Tissue miRNA	7/17/12	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-WHPG-0226-SM-3NMB9	Thyroid	Thyroid	BP-27869	RNA isolation_PAXgene Tissue miRNA	7/24/12	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-WHSB-1626-SM-3LK6J	Thyroid	Thyroid	BP-27514	RNA isolation_PAXgene Tissue miRNA	7/17/12	LCSET-2234	12/16/12	TrueSeq.v1
GTEX-WHSE-0626-SM-4RGNF	Thyroid	Thyroid	BP-40888	RNA isolation_PAXgene Tissue miRNA	7/16/13	LCSET-3879	9/26/13	TrueSeq.v1
GTEX-WK11-0926-SM-3NMAU	Thyroid	Thyroid	BP-28091	RNA isolation_PAXgene Tissue miRNA	7/26/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-WL46-0126-SM-3TW8I	Thyroid	Thyroid	BP-27629	RNA isolation_PAXgene Tissue miRNA	7/19/12	LCSET-2622	1/26/13	TrueSeq.v1
GTEX-WOFL-0726-SM-3MJG4	Thyroid	Thyroid	BP-28095	RNA isolation_PAXgene Tissue miRNA	7/26/12	LCSET-2269	11/19/12	TrueSeq.v1
GTEX-WVLH-0626-SM-3MJG7	Thyroid	Thyroid	BP-28780	RNA isolation_PAXgene Tissue miRNA	8/6/12	LCSET-2269	11/19/12	TrueSeq.v1
GTEX-WWYW-0826-SM-3NB2X	Thyroid	Thyroid	BP-28889	RNA isolation_PAXgene Tissue miRNA	8/7/12	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-WXYG-0226-SM-3NB2Y	Thyroid	Thyroid	BP-28887	RNA isolation_PAXgene Tissue miRNA	8/7/12	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-WY7C-0226-SM-3NB37	Thyroid	Thyroid	BP-29321	RNA isolation_PAXgene Tissue miRNA	8/13/12	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-WYBS-1926-SM-3NM8N	Thyroid	Thyroid	BP-29478	RNA isolation_PAXgene Tissue miRNA	8/15/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-WYJK-1626-SM-3NM9J	Thyroid	Thyroid	BP-29482	RNA isolation_PAXgene Tissue miRNA	8/15/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-WYVS-0326-SM-3NM9V	Thyroid	Thyroid	BP-29542	RNA isolation_PAXgene Tissue miRNA	8/16/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-X15G-0526-SM-3NMB7	Thyroid	Thyroid	BP-30276	RNA isolation_PAXgene Tissue miRNA	8/28/12	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-X4LF-0426-SM-3NMB5	Thyroid	Thyroid	BP-30712	RNA isolation_PAXgene Tissue miRNA	9/6/12	LCSET-2385	12/16/12	TrueSeq.v1
GTEX-X4XX-0926-SM-46MV7	Thyroid	Thyroid	BP-30751	RNA isolation_PAXgene Tissue miRNA	9/7/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-X4XY-0826-SM-4E3JM	Thyroid	Thyroid	BP-36096	RNA isolation_PAXgene Tissue miRNA	2/13/13	LCSET-3416	7/12/13	TrueSeq.v1
GTEX-X5EB-0726-SM-46MVR	Thyroid	Thyroid	BP-31131	RNA isolation_PAXgene Tissue miRNA	9/14/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-X8HC-0726-SM-46MWG	Thyroid	Thyroid	BP-31492	RNA isolation_PAXgene Tissue miRNA	9/26/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-XBED-0126-SM-47JY7	Thyroid	Thyroid	BP-31549	RNA isolation_PAXgene Tissue miRNA	9/27/12	LCSET-2974	4/11/13	TrueSeq.v1
GTEX-XBEW-0126-SM-4AT66	Thyroid	Thyroid	BP-31713	RNA isolation_PAXgene Tissue miRNA	10/2/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XGQ4-0426-SM-4AT4I	Thyroid	Thyroid	BP-32102	RNA isolation_PAXgene Tissue miRNA	10/12/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XLM4-0726-SM-4AT64	Thyroid	Thyroid	BP-32244	RNA isolation_PAXgene Tissue miRNA	10/17/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XMK1-0626-SM-4B65A	Thyroid	Thyroid	BP-32848	RNA isolation_PAXgene Tissue miRNA	11/5/12	LCSET-3141	5/13/13	TrueSeq.v1
GTEX-XUJ4-0726-SM-4BOOP	Thyroid	Thyroid	BP-34129	RNA isolation_PAXgene Tissue miRNA	12/10/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XUW1-1026-SM-4BONY	Thyroid	Thyroid	BP-34262	RNA isolation_PAXgene Tissue miRNA	12/12/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XUZC-0126-SM-4BOO6	Thyroid	Thyroid	BP-34317	RNA isolation_PAXgene Tissue miRNA	12/13/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XV7Q-0326-SM-4BRVM	Thyroid	Thyroid	BP-34373	RNA isolation_PAXgene Tissue miRNA	12/14/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-XXEK-1326-SM-4BRV1	Thyroid	Thyroid	BP-34543	RNA isolation_PAXgene Tissue miRNA	12/19/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-Y111-1926-SM-4SOIS	Thyroid	Thyroid	BP-34869	RNA isolation_PAXgene Tissue miRNA	1/7/13	LCSET-3995	9/19/13	TrueSeq.v1
GTEX-Y114-0626-SM-4TT98	Thyroid	Thyroid	BP-34869	RNA isolation_PAXgene Tissue miRNA	1/7/13	LCSET-4016	9/28/13	TrueSeq.v1
GTEX-Y3I4-0226-SM-4TT27	Thyroid	Thyroid	BP-35758	RNA isolation_PAXgene Tissue miRNA	2/4/13	LCSET-4014	10/6/13	TrueSeq.v1
GTEX-Y3IK-0526-SM-4WWE3	Thyroid	Thyroid	BP-35169	RNA isolation_PAXgene Tissue miRNA	1/16/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-Y5LM-0626-SM-4V6G4	Thyroid	Thyroid	BP-35795	RNA isolation_PAXgene Tissue miRNA	2/5/13	LCSET-4035	10/13/13	TrueSeq.v1
GTEX-Y5V5-0326-SM-5RQJG	Thyroid	Thyroid	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-Y5V6-0526-SM-4VBRV	Thyroid	Thyroid	BP-41767	RNA Extraction from Paxgene-derived Lysate Plate Based	8/1/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-Y8E4-0126-SM-4VBQ2	Thyroid	Thyroid	BP-42087	RNA Extraction from Paxgene-derived Lysate Plate Based	8/8/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-Y9LG-0426-SM-4VBRT	Thyroid	Thyroid	BP-41767	RNA Extraction from Paxgene-derived Lysate Plate Based	8/1/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-YB5E-0626-SM-4VDSE	Thyroid	Thyroid	BP-42185	RNA Extraction from Paxgene-derived Lysate Plate Based	8/12/13	LCSET-4040	10/17/13	TrueSeq.v1
GTEX-YEC3-0826-SM-4WWFP	Thyroid	Thyroid	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-YEC4-0626-SM-5CVLU	Thyroid	Thyroid	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-YF7O-0726-SM-4W213	Thyroid	Thyroid	BP-41973	RNA Extraction from Paxgene-derived Lysate Plate Based	8/6/13	LCSET-4049	10/20/13	TrueSeq.v1
GTEX-YFCO-0326-SM-4W1ZP	Thyroid	Thyroid	BP-42185	RNA Extraction from Paxgene-derived Lysate Plate Based	8/12/13	LCSET-4049	10/20/13	TrueSeq.v1
GTEX-YJ89-0726-SM-5P9F7	Thyroid	Thyroid	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/13	LCSET-4914	3/27/14	TrueSeq.v1
GTEX-ZA64-0426-SM-5HL96	Thyroid	Thyroid	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZAB5-0726-SM-5P9JG	Thyroid	Thyroid	BP-45374	RNA Extraction from Paxgene-derived Lysate Plate Based	10/31/13	LCSET-4916	3/27/14	TrueSeq.v1
GTEX-ZAK1-0726-SM-5HL8Q	Thyroid	Thyroid	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZC5H-0626-SM-5LU9K	Thyroid	Thyroid	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-ZDTS-0926-SM-4WAXG	Thyroid	Thyroid	BP-42588	RNA Extraction from Paxgene-derived Lysate Plate Based	8/22/13	LCSET-4162	10/14/13	TrueSeq.v1
GTEX-ZDYS-0626-SM-5J2N5	Thyroid	Thyroid	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-ZE7O-1126-SM-57WC8	Thyroid	Thyroid	BP-42662	RNA Extraction from Paxgene-derived Lysate Plate Based	8/23/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-ZGAY-1026-SM-4WWBR	Thyroid	Thyroid	BP-42869	RNA Extraction from Paxgene-derived Lysate Plate Based	8/29/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZLFU-0626-SM-4WWBO	Thyroid	Thyroid	BP-42826	RNA Extraction from Paxgene-derived Lysate Plate Based	8/28/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZLWG-0526-SM-4WWFB	Thyroid	Thyroid	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZPCL-0126-SM-4WWC8	Thyroid	Thyroid	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZPU1-0426-SM-4WWCA	Thyroid	Thyroid	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZT9W-0226-SM-4YCCZ	Thyroid	Thyroid	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4197	11/20/13	TrueSeq.v1
GTEX-ZT9X-0226-SM-51MT2	Thyroid	Thyroid	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZTPG-0826-SM-5DUVC	Thyroid	Thyroid	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4634	2/8/14	TrueSeq.v1
GTEX-ZV6S-0226-SM-59HJT	Thyroid	Thyroid	BP-43441	RNA Extraction from Paxgene-derived Lysate Plate Based	9/11/13	LCSET-4419	1/14/14	TrueSeq.v1
GTEX-ZV7C-0126-SM-57WDE	Thyroid	Thyroid	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-ZVP2-0426-SM-57WC2	Thyroid	Thyroid	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-ZVT3-0726-SM-5GICN	Thyroid	Thyroid	BP-44261	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4796	2/27/14	TrueSeq.v1
GTEX-ZVZP-1026-SM-5GICI	Thyroid	Thyroid	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4796	2/27/14	TrueSeq.v1
GTEX-ZVZQ-0626-SM-59HJU	Thyroid	Thyroid	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4419	1/14/14	TrueSeq.v1
GTEX-ZXG5-0926-SM-5NQ8H	Thyroid	Thyroid	BP-43639	RNA Extraction from Paxgene-derived Lysate Plate Based	9/16/13	LCSET-4906	3/22/14	TrueSeq.v1
GTEX-ZY6K-0226-SM-5SIAY	Thyroid	Thyroid	BP-43956	RNA Extraction from Paxgene-derived Lysate Plate Based	9/25/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-ZYFC-0926-SM-5GZWW	Thyroid	Thyroid	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-ZYFG-0626-SM-5GZYA	Thyroid	Thyroid	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-ZYT6-0426-SM-5GID3	Thyroid	Thyroid	BP-44261	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4796	2/27/14	TrueSeq.v1
GTEX-ZYW4-1126-SM-5SI99	Thyroid	Thyroid	BP-43956	RNA Extraction from Paxgene-derived Lysate Plate Based	9/25/13	LCSET-5174	4/4/14	TrueSeq.v1
GTEX-ZZ64-0126-SM-5GZXA	Thyroid	Thyroid	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-ZZPU-1326-SM-5GZWS	Thyroid	Thyroid	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-1117F-2426-SM-5EGGH	Uterus	Uterus	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-113JC-2226-SM-5EGJG	Uterus	Uterus	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-11DXX-1526-SM-5H115	Uterus	Uterus	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11EM3-1926-SM-5987U	Uterus	Uterus	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11I78-2126-SM-5A5K8	Uterus	Uterus	BP-44264	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11P81-1626-SM-5BC52	Uterus	Uterus	BP-44512	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-11ZTS-2326-SM-5EQMY	Uterus	Uterus	BP-43823	RNA Extraction from Paxgene-derived Lysate Plate Based	9/20/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-11ZTT-1726-SM-5EQL4	Uterus	Uterus	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-12WSD-2826-SM-59HKT	Uterus	Uterus	BP-44577	RNA Extraction from Paxgene-derived Lysate Plate Based	10/11/13	LCSET-4419	1/14/14	TrueSeq.v1
GTEX-12WSG-2126-SM-5EGJ7	Uterus	Uterus	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4797	2/11/14	TrueSeq.v1
